ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
10,104,3071,80 Robinson Rd,0,,43109.333333333336,1.27990609626764,103.8494003042448,keep
10,105,3031,Raffles Pl Stn Exit F,1,"['North-South Line', 'East-West Line']",55613.333333333336,1.28207492207952,103.85086074925066,keep
10,106,3011,Fullerton Sq,0,,80151.66666666667,1.28561840945474,103.85342223246428,keep
10,107,2111,Esplanade Bridge,0,,21825.333333333332,1.29095592348389,103.85453419435228,keep
10,108,80151,Opp Suntec City,0,,40842.333333333336,1.296265,103.857666,keep
10,109,80161,Opp Nicoll Highway Stn,1,['Circle Line'],32170.666666666668,1.30032715605093,103.8624541086332,keep
10,110,80211,Opp Natl Stadium,0,,11996.0,1.30712803633755,103.87548108759091,keep
10,111,80149,S.A. Deaf,0,,48139.666666666664,1.3074963710946,103.8798058337351,keep
10,112,81171,Blk 39,0,,75859.66666666667,1.30751703730041,103.88500750064324,keep
10,113,81181,Dakota Stn Exit A/Blk 99,1,['Circle Line'],127141.0,1.30845544825732,103.88847214403827,keep
10,114,81191,AFT OLD AIRPORT RD,0,,6448.0,1.30913166702397,103.89180000002516,keep
10,115,82079,Tg Katong Girls' Sch,0,,67897.33333333333,1.30801114591342,103.8951960850957,keep
10,116,92169,Bef Katong PO,0,,42367.0,1.303782,103.8967661,keep
10,117,92091,Opp One Amber,0,,13798.666666666666,1.30270333303256,103.89931388900564,keep
10,118,92101,Katong Shop Ctr,0,,53952.333333333336,1.30370246223719,103.90129169936806,keep
10,119,92111,Opp Roxy Sq,0,,88464.66666666667,1.30477657929676,103.90293341562068,keep
10,120,92121,Opp The Holy Family Ch,0,,70176.66666666667,1.30722207111074,103.90676515165585,keep
10,121,92131,Caltex Stn,0,,23092.0,1.30878111099591,103.91089222198016,keep
10,122,92141,KiddiWinkie S/H @ East Coast,0,,21244.666666666668,1.30939538245506,103.91428724575974,keep
10,123,92151,Christ Meth Ch,0,,29732.666666666668,1.3098029425373,103.91602380242344,keep
10,124,93051,Aft Dunbar Wk,0,,13798.666666666666,1.31065440276409,103.9186692238074,keep
10,125,93061,Bef Siglap Rd,0,,50640.333333333336,1.31199515605411,103.92260670662348,keep
10,126,93071,Crescendo Bldg,0,,38722.0,1.31293014528666,103.92634861688488,keep
10,127,93081,Opp Chiang Ct,0,,20881.666666666668,1.31342707975776,103.92903327944508,keep
10,128,93091,Opp Siglap Sth CC,0,,15448.0,1.31398835332345,103.93157431388184,keep
10,129,94011,Evergreen Gdn,0,,18889.666666666668,1.31438169513219,103.9351058006447,keep
10,130,94021,Bef Sennett Rd,0,,16153.0,1.31475174256228,103.93834590911956,keep
10,131,94031,The Summit,0,,51013.0,1.31504670788151,103.94089937209914,keep
10,132,94041,Aft Parbury Ave,0,,11799.0,1.31619439069366,103.94430577752212,keep
10,133,94051,Opp Temasek Sec Sch,0,,72439.0,1.31710244970995,103.94737959133388,keep
10,134,94061,Kew Green Condo,0,,12345.333333333334,1.318036,103.950595,keep
10,135,94071,Opp Bedok Camp 2,0,,11098.333333333334,1.319719,103.954968,keep
10,136,85021,Country Pk,0,,34530.333333333336,1.32190305598591,103.95468472199644,keep
10,137,85031,Excelsior Gdns,0,,10753.0,1.32501115145725,103.95232021806196,keep
10,138,85041,Man Fatt Lam Tp,0,,25493.333333333332,1.3264647104527,103.95116420801884,keep
10,139,85051,Aft Jln Chempaka Kuning,0,,8038.333333333333,1.32956968334939,103.9488011598722,keep
10,140,85061,Opp Bedok Mkt Pl,0,,50481.666666666664,1.33146,103.94739,keep
10,141,85081,Bef Jln Pari Burong,0,,11827.666666666666,1.33292331447242,103.94719977411025,keep
