ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
48,26,92049,Marine Pde Stn/Parkway Pde,1,['Thomson-East Coast Line'],314812.3333,1.302999,103.905955,keep
48,27,92241,Amber Gdns,0,,65066,1.301784418,103.9009525,keep
48,28,92099,One Amber,0,,38093.33333,1.302378331,103.8990043,keep
48,29,82059,Bef Tg Katong Stn Exit 3,1,['Thomson-East Coast Line'],12860.33333,1.301379,103.897403,keep
48,31,1541,Bugis Stn Exit D,1,"['Downtown Line', 'East-West Line']",28951.66667,1.298864654,103.8573458,keep
48,32,7551,Fu Lu Shou Cplx,0,,72111,1.301719758,103.8546132,keep
48,33,7531,Rochor Stn,1,['Downtown Line'],124727,1.303656444,103.8525732,keep
48,34,40011,LITTLE INDIA STN EXIT A,0,,163194,1.306064115,103.8490875,keep
48,35,40271,Opp KK Women & Child Hosp,0,,11557.66667,1.308806649,103.8463465,keep
48,36,40021,BEF WINSTEDT RD,0,,18235.33333,1.311033889,103.8427911,keep
48,37,40031,Newton FC,0,,25081.33333,1.311785095,103.8409836,keep
48,38,40041,Newton Stn Exit C,1,"['North-South Line', 'Downtown Line']",63050,1.313722231,103.8380974,keep
48,39,40051,Balmoral Plaza,0,,57173.66667,1.31588,103.83632,keep
48,40,40111,Ferrell Residences,0,,37476.33333,1.318065,103.8326256,keep
48,41,40071,Leng Kwang Baptist Ch,0,,21511,1.319180278,103.8292136,keep
48,42,40081,STEVENS STN EXIT 1,0,,50763.33333,1.320129519,103.8260526,keep
48,43,40091,Bef Lewis Rd,0,,13193.66667,1.321018073,103.8235094,keep
48,44,41011,NUS Bt Timah Campus,0,,17654.33333,1.322356111,103.8189167,keep
48,45,41021,Botanic Gdns Stn,1,"['Circle Line ', 'Downtown Line']",98491.33333,1.32265,103.81554,keep
48,46,41119,Opp Lutheran Twrs,0,,16791.66667,1.320742213,103.8124537,remove
48,47,41109,Opp St. Margaret's Sec Sch,0,,11048,1.319446667,103.8105286,remove
48,48,11119,Farrer Rd Stn Exit A,1,['Circle Line '],84817.66667,1.317478335,103.8078561,keep
48,49,11109,Spanish Village,0,,43640.66667,1.315524722,103.8057431,keep
48,50,11099,Opp Leedon Green,0,,23673.33333,1.313053333,103.8043767,keep
48,51,11231,Aft Hyll on Holland,0,,22184.33333,1.311153163,103.8011992,keep
48,52,11419,Holland V Stn Exit A,1,['Circle Line '],87643.33333,1.311029814,103.796044,keep
48,53,11389,Buona Vista CC,0,,55245,1.30906501,103.7929322,keep
48,54,11379,Buona Vista Ter,0,,3890,1.309170025,103.7923632,keep
48,55,11381,Blk 10A,0,,36832.33333,1.308411379,103.7932829,keep
48,56,11401,Holland V Stn/Blk12,1,['Circle Line '],86443.66667,1.309067222,103.7950744,keep
48,57,11239,Fairlodge,0,,26374.33333,1.311528574,103.8016552,keep
48,58,11091,Leedon Green,0,,26234.66667,1.312194441,103.8036738,keep
48,59,11101,Empress Rd Mkt/FC,0,,62219,1.316149711,103.8059601,keep
48,60,11111,Farrer Rd Stn Exit B,1,['Circle Line '],88510.66667,1.317801573,103.8077187,keep
48,61,41101,St. Margaret's Sec Sch,0,,18734,1.31908139,103.8092173,remove
48,62,41111,Lutheran Twrs,0,,12555.66667,1.320811702,103.8118514,remove
48,63,41029,Opp Botanic Gdns Stn,1,"['Circle Line ', 'Downtown Line']",47137,1.323333319,103.8163057,keep
48,64,41019,Aft Kheam Hock Rd,0,,14294.66667,1.322674441,103.8202523,remove
48,65,40099,Aft Dunkirk Ave,0,,7549.666667,1.321852352,103.8234401,remove
48,66,40089,AFT STEVENS STN EXIT 5,0,,17512.66667,1.320510556,103.8273903,remove
48,67,40079,Bef Swiss Cottage Est,0,,6106,1.319721642,103.8299146,remove
48,68,40119,Bef Goldhill Ave,0,,16979.33333,1.318897343,103.8324952,remove
48,69,40069,Anglo-Chinese Sch,0,,39176.33333,1.318303989,103.8343513,remove
48,70,40059,Chancery Ct,0,,13609.33333,1.316621389,103.8363436,remove
48,71,40049,Opp Newton Stn Exit C,1,"['North-South Line', 'Downtown Line']",28386.66667,1.314023056,103.8388464,keep
48,72,40039,Opp Newton FC,0,,24643.33333,1.312303056,103.8407256,remove
48,73,40029,Aft Makepeace Rd,0,,9378.333333,1.311423056,103.84266,remove
48,74,40279,Kk Women & Children Hosp,0,,32848,1.309819257,103.8460393,remove
48,75,40019,Little India Stn,1,"['North-East Line', 'Downtown Line']",277053.6667,1.306644045,103.8492042,keep
48,76,7539,Bef Rochor Stn Exit B,1,['Downtown Line'],74826.66667,1.304613007,103.852001,keep
48,77,7589,Ch of Our Lady of Lourdes,0,,35169,1.303206098,103.8555,remove
48,78,1559,Village Hotel Bugis,0,,19263,1.301687311,103.8575292,remove
48,79,1549,Opp Duo Residences,0,,10157.66667,1.300698689,103.8587312,remove
48,80,82051,Aft Tg Katong Stn Exit 2,1,['Thomson-East Coast Line'],17227.66667,1.300799999,103.8974011,keep
48,81,92249,Opp Amber Gdns,0,,75807,1.301663045,103.9011815,keep
48,82,92041,Marine Pde Stn Exit 2,1,['Thomson-East Coast Line'],231700.6667,1.30327283,103.9058301,keep
48,83,92051,Marine Pde Stn Exit 4,1,['Thomson-East Coast Line'],44605.66667,1.304618347,103.907833,keep
48,84,92061,CHIJ Katong Convent (Pr),0,,64060.66667,1.305853047,103.910596,keep
48,85,92071,Marine Terr Stn Exit 4,1,['Thomson-East Coast Line'],86869.66667,1.306815,103.914746,keep
48,86,92081,St. Patrick's Sec Sch,0,,31975,1.307513386,103.9175427,keep
48,87,93011,Opp Neptune Ct,0,,36256.66667,1.308229712,103.921519,keep
48,88,93021,Opp Mandarin Gdns,0,,42425.66667,1.308677728,103.92427,keep
48,89,93031,Siglap Stn/Opp Victoria Sch,1,['Thomson-East Coast Line'],59334,1.309836372,103.9293754,keep
48,90,93041,Hua Xin Ct,0,,20145,1.311206793,103.9333999,keep
48,91,93139,Eastern Lagoon II,0,,22447.33333,1.312786415,103.9338526,keep
48,92,94011,Evergreen Gdn,0,,18889.66667,1.314381695,103.9351058,keep
48,93,94021,Bef Sennett Rd,0,,16153,1.314751743,103.9383459,keep
48,94,94031,The Summit,0,,51013,1.315046708,103.9408994,keep
48,95,94041,Aft Parbury Ave,0,,11799,1.316194391,103.9443058,keep
48,96,84679,Opp Blk 156,0,,24280,1.318043056,103.9447656,keep
48,97,84669,Blk 73,0,,55825.33333,1.319941112,103.9441816,keep
48,98,84109,Bef Bedok View Sec Sch,0,,56467,1.323508364,103.944121,keep
48,99,85091,Tanah Merah Stn Exit B,1,"['East-West Line', 'East-West Line ']",307545.3333,1.327549127,103.9463612,keep
48,100,85051,Aft Jln Chempaka Kuning,0,,8038.333333,1.329569683,103.9488012,remove
48,101,85061,Opp Bedok Mkt Pl,0,,50481.66667,1.33146,103.94739,keep
48,102,85081,Bef Jln Pari Burong,0,,11827.66667,1.332923314,103.9471998,remove
48,103,85071,Bef Changi Fire Stn,0,,21770.66667,1.334076531,103.9498517,remove
48,104,84439,Opp Blk 3014,0,,16384.66667,1.334747324,103.9502402,remove
48,105,84299,Bedok Nth Depot,0,,2.666666667,1.338000814,103.9475005,keep
