PT_CODE,TOTAL_VOLUME,Description,Latitude,Longitude,Direction
21449,102865,Boon Lay Shop Ctr,1.34639805597018,103.71306138901696,1.0
14009,102358,HarbourFront Int,1.26703502614245,103.81901469907407,1.0
22529,101308,Pioneer Stn Exit B,1.33777262767008,103.69728617102128,1.0
44531,101215,Opp Choa Chu Kang Stn,1.38425405298158,103.74453624872068,1.0
43579,100479,Bt Gombak Stn,1.35911715344895,103.75166771394562,2.0
76141,99447,Tampines Stn/Int,1.35366689109025,103.94609060451609,2.0
54269,98638,Opp Ang Mo Kio Stn,1.36921006543476,103.85111893571649,1.0
7419,98576,Opp Veerasamy Rd,1.30653024120879,103.8561630249311,1.0
9037,98487,Bef Cairnhill Rd,1.3023400420296,103.83701253388185,1.0
9038,98212,Opp Somerset Stn,1.30154262450563,103.83852481842337,1.0
75051,97939,TAMPINES WEST STN EXIT B,1.34503394154132,103.9400815317342,1.0
60261,96407,Potong Pasir Stn Exit C,1.33132471594343,103.8689179493056,2.0
4222,96108,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365567,2.0
80071,95780,Yi Xiu Fty Bldg,1.31380009198455,103.8765539400638,2.0
5022,95419,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,2.0
76051,95166,Our Tampines Hub,1.35313809279079,103.9412639409046,2.0
46771,94658,Opp Admiralty Stn,1.44088808355944,103.80018670656509,1.0
77031,94037,Opp Pasir Ris Stn Exit B,1.372262,103.948468,2.0
80031,93881,Kallang Stn,1.31107705658993,103.8713149052975,2.0
28409,93518,Blk 454,1.35081149361542,103.71793769087184,2.0
58219,93514,Opp Sembawang Stn,1.44953463697186,103.8199297231716,2.0
61039,93303,Woodleigh Stn Exit A,1.33845332842129,103.87084881783568,1.0
81089,91934,Aljunied Stn,1.31628194302502,103.88202243551632,1.0
28461,91482,Blk 347,1.345332402809,103.73205383657178,1.0
64541,90941,Hougang Ctrl Int,1.37122666703205,103.89261000001046,1.0
40011,90151,LITTLE INDIA STN EXIT A,1.30606411522588,103.84908751469008,2.0
22521,90127,Pioneer Stn Exit A,1.33741647896432,103.69776790191162,1.0
45329,89555,Opp Yew Tee Stn,1.39743803967229,103.7478650735721,1.0
10209,89381,Redhill Stn,1.28954631749853,103.81672885450702,1.0
42159,89308,Opp Beauty World Stn,1.34036805329812,103.77530898996658,2.0
53389,89289,Opp Bishan Nth Shop Mall,1.35804473736933,103.8451693388076,1.0
59561,89131,,,,
44251,89077,Bt Panjang Stn/Blk 604,1.38030076722264,103.76231669235112,2.0
60161,88858,St. Michael's Pl,1.32477289725503,103.8655673081052,2.0
54248,88455,Blk 324,1.36875490594243,103.84661006967286,1.0
60119,88185,Opp Boon Keng Stn,1.31880431510648,103.86409707876383,1.0
43571,87705,Opp Bt Gombak Stn,1.35920995233758,103.75150455211016,1.0
8031,87374,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532,2.0
45131,86819,Opp Kranji Stn,1.42513583961154,103.76103770449444,1.0
60269,86388,Potong Pasir Stn Exit B,1.33099030126892,103.86922890950602,1.0
43419,86308,Aft Bt Batok Stn/Blk 628,1.35155523613685,103.74998784769572,1.0
53239,85482,OPP BISHAN STN,1.351,103.847641,2.0
83062,85347,Kembangan Stn,1.32096859171096,103.9133277893385,2.0
65069,85064,Blk 190C,1.39504382175966,103.90236824858532,2.0
61031,85018,Woodleigh Stn Exit B,1.33836472248768,103.8704496726279,2.0
1113,84993,Bugis Stn Exit A,1.30117297541547,103.8561140106393,2.0
52071,84417,Trellis Twrs,1.32991416932901,103.8438184322432,2.0
65061,84234,Blk 298A,1.39490129020977,103.9018594759131,1.0
17049,84036,Blk 601,1.30470638200942,103.76459821893782,2.0
1311,84025,Lavender Stn Exit B,1.3070916463394,103.86219695240972,2.0
76109,83568,Blk 302,1.35296639979416,103.9551184525466,1.0
64419,82877,Blk 681,1.37339164793235,103.88521854859373,1.0
76039,81157,TAMPINES EAST STN EXIT C,1.35506418976437,103.9555498102644,1.0
8069,81010,Bencoolen Stn Exit B,1.29821382250893,103.84936128375956,1.0
62139,80515,S'Goon Stn Exit A/Blk 413,1.3490461240579,103.8734116593578,1.0
96169,80343,Simei Stn,1.34226222202581,103.95346611100372,1.0
7518,80239,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,1.0
43189,80136,Blk 283,1.346993,103.756815,1.0
82011,79898,Aft Paya Lebar Quarter,1.31736957951855,103.89480000904068,1.0
77289,79186,Blk 738,1.37889759950996,103.93596534133928,1.0
99009,79124,Changi Village Ter,1.38969812175274,103.98762553601895,1.0
54289,78536,Blk 452,1.369149,103.855987,1.0
80091,78417,Bef Lor 23 Geylang,1.31489775184137,103.88095141640784,2.0
58251,78403,Sun Plaza/Sembawang Stn,1.44803148822713,103.81895207486828,1.0
80101,78072,Kallang Stn/Opp Blk 2C,1.31251933500742,103.87153830811836,1.0
7319,77926,Aft Allenby Rd,1.31038833299803,103.85870666696984,1.0
59119,76996,Opp Blk 701A,1.43037444021889,103.82794865433571,1.0
64381,76507,Hougang Stn Exit C,1.37288245131287,103.89170384962593,1.0
52079,76253,Opp Trellis Twrs,1.32931477158443,103.84382885735748,1.0
46529,76010,Opp Marsiling Stn,1.43208152770031,103.77459689006626,1.0
80051,75349,Aft Lor 1 Geylang,1.31251499997324,103.87326194447364,2.0
11361,75138,Buona Vista Stn Exit C,1.30649698638726,103.79058123542396,1.0
84231,74677,Blk 85,1.33173871602405,103.93855496527851,1.0
84049,74342,Blk 27,1.32432719820227,103.93471220144858,1.0
52361,73984,Blk 1,1.33974408909931,103.8529812160764,1.0
10079,73362,Blk 201,1.2803950142786,103.82708906887606,1.0
45421,73345,Blk 689A,1.40274884902867,103.75050925171398,1.0
28301,73234,Blk 131,1.33473899929823,103.74030301599493,2.0
10201,73231,Opp Redhill Stn,1.28928144532567,103.81662854691156,1.0
52059,72407,Blk 219,1.34309745890513,103.85622585798508,1.0
47201,72216,W'lands Nth Stn,1.448472,103.7848997,1.0
62131,71445,S'Goon Stn Exit H,1.3489790064228,103.87277432797596,1.0
58541,71160,Opp Canberra Stn,1.44284,103.830351,2.0
66371,71086,Blk 261,1.353767301605,103.87268543240587,2.0
76059,71039,Opp Our Tampines Hub,1.35296163572491,103.94165154852796,1.0
10299,70426,Aft Dawson Pl,1.29233498466278,103.81146486767658,1.0
58549,69967,Canberra Stn,1.442578,103.830142,1.0
82009,69687,Eunos Int,1.31933717157385,103.90180834139495,1.0
81119,69258,Paya Lebar Stn Exit C,1.31856724602339,103.89169495502703,1.0
84011,69224,Chai Chee Ind Pk,1.32257749632692,103.92233358172962,2.0
66389,68659,S'Goon Stn Exit F,1.35092163758707,103.8710690514159,2.0
75081,68624,Blk 831,1.34986941891093,103.93426738811776,2.0
44141,68426,Phoenix Stn,1.37835602806756,103.75773677895587,1.0
21421,68307,Blk 176,1.34720307776277,103.71032595632526,1.0
64549,68228,Opp Hougang Ctrl Int,1.37139998302648,103.8917097297832,1.0
50229,68059,Opp Blk 104,1.32095764720403,103.85283489560972,2.0
75089,67805,Blk 827,1.34977145890473,103.93404731779178,1.0
21429,67743,Blk 185,1.34740203306581,103.71059149459592,2.0
64411,67287,Blk 670,1.37353273194871,103.88503406200056,1.0
1039,67244,Bugis Cube,1.29820784139683,103.85549139837408,1.0
76031,67227,TAMPINES EAST STN EXIT B,1.35507956918888,103.95529781026744,2.0
43411,66928,Opp Blk 628,1.35176519952681,103.75019891787088,2.0
17151,66926,Blk 410,1.31169519353522,103.76960993525368,1.0
78069,66647,Blk 442,1.36869168470813,103.95815838787028,1.0
17159,66639,Blk 365,1.311975556,103.7698144,2.0
28469,66625,Blk 316,1.34612717332075,103.73193313637752,2.0
50991,66517,Blk 82,1.32337986005569,103.85626145335384,2.0
59419,66430,Blk 413,1.42536,103.84607,1.0
42091,66174,Beauty World Stn Exit B,1.34278636864291,103.77539033846315,1.0
60159,66144,Blk 54,1.32409476572475,103.86764196002876,2.0
76061,66006,Blk 938,1.3482019444416,103.94189805552269,2.0
9179,65971,Royal Thai Embassy,1.30587966240898,103.83049004618626,2.0
59091,65634,Blk 154,1.43165245434506,103.83510814544051,1.0
75359,65338,IKEA Tampines/Aft TPE,1.37438650022455,103.93147946559002,1.0
10071,65055,Blk 111,1.28045309423663,103.82638920754816,1.0
14119,65055,Opp VivoCity,1.26592360897281,103.8222827803663,2.0
21591,64873,Opp Blk 117,1.33476103645994,103.72242808341085,1.0
54371,64671,Blk 409 Mkt/FC,1.36238306289968,103.85568284134344,1.0
63059,64590,Blk 22,1.36437667280221,103.88984149586426,1.0
66331,64189,Blk 554,1.37173176460482,103.8701543470715,2.0
84069,64160,Blk 55,1.32548742810424,103.9421901988728,2.0
80049,64113,Aft Sims Way,1.31077707819718,103.87363663982292,1.0
84201,63920,BEDOK RESVR STN EXIT A,1.33660054449421,103.93309401156245,1.0
63241,63842,Blk 21,1.36409785233957,103.89213557756084,1.0
60139,63469,Blk 44,1.32204861560134,103.86628982237994,1.0
67441,63464,Sengkang Community Hub,1.3923095386042,103.8934666647416,2.0
1119,63454,Aft Bugis Stn Exit C,1.2996041093804,103.85512934079571,1.0
75059,63390,BEF TAMPINES WEST STN,1.34471168546511,103.9402168928283,2.0
7531,63333,Rochor Stn,1.30365644370093,103.8525732326128,1.0
50031,63280,Opp Novena Ch,1.321378056,103.8417481,2.0
63249,63165,Blk 1,1.36395805601148,103.89261277802149,1.0
21599,63059,Blk 117,1.33468356164521,103.722684936396,2.0
10149,62864,Blk 1,1.28606797463712,103.83283384311112,1.0
7329,62798,Hoa Nam Bldg,1.31284472583438,103.85989088288474,1.0
11519,62490,Opp Queensway Shop Ctr,1.28665742231261,103.80334129425304,2.0
17161,62450,Blk 455,1.31240993603605,103.76685476875124,1.0
44021,62365,Bt Panjang Stn Exit B,1.37820722702851,103.76172178111382,1.0
53051,62316,Upp Thomson Stn Exit 5,1.354995,103.8316003,2.0
28299,62166,Blk 253,1.34438323067917,103.73667027224192,1.0
8138,61595,Concorde Hotel S'pore,1.3004785730821,103.84184700607597,1.0
46541,61123,Marsiling Mall,1.43328331503309,103.78083569681785,2.0
84209,60979,Bedok Resvr Stn Exit B,1.33702513693776,103.93333589306084,2.0
58259,60921,Opp Sun Plaza,1.44777267175187,103.81895151565972,2.0
76139,60848,Opp Century Sq,1.35162691843499,103.94385009279505,1.0
28339,60614,Blk 252,1.34270510558579,103.73737517747826,2.0
76239,60462,Blk 390,1.3564927293972,103.95754826481252,1.0
28499,60251,Jurong Polyclinic,1.34963044051902,103.73046199733298,2.0
42071,60142,Pei Hwa Presby Pr Sch,1.33876225175982,103.77694915592028,1.0
82032,60038,Blk 416,1.31776416388008,103.89719868894,1.0
54379,59911,Blk 475,1.36288998904353,103.85594804936484,2.0
95129,59477,Changi Airport Ter 2,1.35509298857124,103.9892195407387,1.0
84021,59219,Blk 32,1.32338320435233,103.92508721683168,2.0
10041,59184,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671,1.0
28491,59116,Opp Jurong Polyclinic,1.34905596073619,103.7307863306416,1.0
81189,58966,Dakota Stn Exit B/Blk 60,1.30821308595952,103.88850877408412,1.0
71091,58862,Blk 637,1.33073374785934,103.90373154551284,1.0
43181,58769,Keming Pr Sch,1.34648944401178,103.75681722199708,2.0
59429,58767,Blk 846,1.417434,103.835047,1.0
11369,58712,Buona Vista Stn Exit D,1.3063259638605,103.79084827741468,2.0
53059,58705,Upp Thomson Stn Exit 2,1.355471,103.8312231,1.0
76069,58676,Blk 147,1.34875342114003,103.94208629087404,1.0
14279,58675,Blk 25,1.27591552267791,103.81920892602813,1.0
83109,58666,Opp Eunos Stn,1.32135678897249,103.90537221650077,1.0
21441,58559,Blk 207,1.34638242521451,103.713262291859,1.0
63349,58455,Blk 708,1.36687207146588,103.88923358520267,2.0
8041,58393,YMCA,1.29811014243867,103.84780636909544,2.0
1329,58178,Blk 8,1.30495670239172,103.86363028484124,1.0
96161,58147,Opp Simei Stn,1.34211893867102,103.95354015150028,1.0
11189,58094,Blk 43,1.30740138898924,103.79254222202354,2.0
54399,57776,Bef Ang Mo Kio Stn Exit B,1.37137302300723,103.848661116474,1.0
44229,57695,Bef Pending Stn,1.37656055754166,103.771459794786,1.0
76089,57529,The Holy Trinity Ch,1.34916805553714,103.94923388889872,1.0
84059,57387,Blk 65,1.32493504095045,103.93953481204564,1.0
92119,57068,Roxy Sq,1.30444500073,103.90277451423108,1.0
82069,56898,Aft Lor 106 Changi,1.31709537499354,103.90295147896968,2.0
17239,56849,NTUC Fairprice,1.312440556,103.7658489,2.0
30039,56789,Army Logistics Base,1.37432162221947,103.71981883880738,1.0
54389,56526,Blk 465,1.36638973614786,103.85660537812753,2.0
44291,56447,Opp Cck Polyclinic,1.38151999999791,103.75140111097832,2.0
9212,56429,Royal Plaza On Scotts,1.30702238421536,103.83265522662566,2.0
45061,56360,Opp Mandai Est,1.40718111138275,103.75606300126093,1.0
68111,56217,Bef Seletar Camp G,1.40222194447692,103.87138805557646,1.0
20239,56199,Aft Hasanah Mque,1.32246879634748,103.73947011845992,1.0
47619,55947,Blk 688 CP,1.44430697551185,103.80713784459924,1.0
78109,55939,Downtown East,1.375403,103.954556,1.0
2151,55919,Suntec Convention Ctr,1.29317776320814,103.85784623004032,1.0
9169,55818,Delfi Orchard,1.3070135326348,103.82835507326035,2.0
77281,55624,Blk 740,1.37837166677052,103.93618729229594,2.0
50171,55532,Zhongshan Mall,1.32663388888255,103.84641000001729,1.0
1211,55495,Opp Blk 461,1.30551803523268,103.8605449516032,2.0
78101,55313,Opp Downtown East,1.375053,103.954039,2.0
10141,55174,Blk 18,1.28583847140468,103.83238179897587,1.0
28391,55128,Blk 501,1.34978093237085,103.71937165971984,2.0
76249,55062,Blk 370,1.35836639849151,103.95947435534286,1.0
19039,54909,Dover Stn Exit B,1.31167951129602,103.77868390552868,2.0
58009,54777,Sembawang Int,1.44748179252514,103.81941391689068,1.0
76071,54769,Blk 141,1.34802638899143,103.94517805600674,2.0
19019,54627,Blk 27,1.30807305598128,103.78475916699466,2.0
10291,54568,Opp Dawson Pl,1.29215855273858,103.81065866068086,1.0
45411,54484,Opp Blk 670,1.4035145178289,103.74767347957746,1.0
76081,54456,Opp The Holy Trinity Ch,1.34950194446778,103.94932305553937,2.0
81181,54445,Dakota Stn Exit A/Blk 99,1.30845544825732,103.88847214403827,2.0
42059,54346,Opp King Albert Pk Stn,1.33679896138996,103.78180146215335,2.0
64491,54345,Hougang 1,1.37513027801163,103.87905166700338,1.0
54181,54286,Mayflower Stn Exit 6,1.37053305192374,103.83653495602836,1.0
59181,54276,,,,
11141,54092,Queenstown Stn Exit A/D,1.29463705145492,103.80582510668432,1.0
42099,54061,Beauty World Stn Exit A,1.34160317659437,103.77579384383286,2.0
84351,54039,Bedok Ctrl PO,1.32766562447954,103.93409675152876,2.0
68119,53903,Aft Seletar Camp G,1.402186,103.872168,1.0
44221,53661,Opp Pending Stn,1.3762995851872,103.77099428887408,1.0
76131,53652,UOB Tampines Ctr,1.35184112001279,103.94254133694142,2.0
63099,53624,Blk 106,1.35357948490597,103.89097410968796,1.0
84061,53441,The Tanamera Condo,1.32584790501258,103.94223128727673,1.0
52279,53372,Blk 56,1.33702420555118,103.84992957112875,1.0
92111,53289,Opp Roxy Sq,1.30477657929676,103.90293341562068,2.0
27271,53274,Blk 962,1.34199989028017,103.69132051378558,1.0
75351,52935,Tampines Wafer Fab Pk,1.37364163782281,103.93077504302,2.0
81029,52903,Aft Lor 28 Geylang,1.313616389,103.8849306,2.0
7529,52834,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257024,1.0
28659,52810,IMM Bldg,1.33446189256828,103.74767782537164,1.0
54311,52778,Blk 332,1.36143610819625,103.85257506359628,2.0
63281,52742,Blk 105 Mkt/FC,1.3541297220266,103.8898808330127,1.0
72019,52735,Opp Blk 322,1.32884628389091,103.90546507501656,1.0
17201,52642,,,,
10191,52323,Blk 78,1.28860026020096,103.81903121724014,1.0
40189,52188,Newton Stn Exit B,1.312274,103.8381,1.0
54281,51985,Blk 570,1.369694,103.855165,2.0
50211,51981,Opp Balestier Pt,1.32306968689436,103.8525670514891,1.0
76149,51964,Opp Tampines Stn/Int,1.35370728527221,103.94636710560508,1.0
81081,51920,Opp Aljunied Stn,1.31621665907428,103.88168156879212,2.0
63341,51892,Opp Blk 709,1.36751402871615,103.88882988119938,1.0
19011,51880,Blk 19A CP,1.30781638901709,103.78423666696617,1.0
11521,51744,Anchorpoint,1.2885710102662,103.80543003047168,1.0
4167,51588,City Hall Stn Exit B,1.29250006522444,103.85145315468638,1.0
28331,51419,Blk 229,1.34204392869092,103.73804926872124,1.0
20109,50972,Aft Clementi Fire Stn,1.32085220079341,103.76206999856429,2.0
82109,50914,City Plaza,1.3151892235607,103.8933177448138,2.0
66339,50787,Blk 101,1.37125183222903,103.8705580506852,1.0
59399,50505,Opp Blk 367,1.43026750784845,103.84552062872451,1.0
42051,50056,King Albert Pk Stn,1.33598305556873,103.78263611110306,1.0
40239,49845,BEF STEVENS STN EXIT 4,1.322585278,103.8262153,1.0
59051,49811,Blk 790,1.41968270185637,103.83429674432548,1.0
72011,49810,Blk 322,1.32816499999482,103.90548361097667,1.0
59421,49676,Blk 624,1.41762836917061,103.8351341252188,1.0
59469,49630,Blk 419,1.42357927683882,103.84747960044407,2.0
96219,49617,Tanah Merah Ferry Ter,1.31520306285456,103.98889428788505,1.0
54019,49426,Blk 307A,1.36618666697727,103.84418333302727,1.0
48131,49423,S'Pore Zoo,1.40462388269986,103.78935694475769,1.0
45069,49381,Aft Mandai Est,1.4069390779681,103.75626773948964,1.0
11149,49381,Queenstown Stn Exit B/C,1.29506407111991,103.80596280094792,1.0
84219,49359,Blk 139,1.32940888887166,103.9348130555732,2.0
71099,49353,Blk 311,1.33022638900189,103.9038336109893,1.0
11159,49303,Aft Ch Of Our Saviour,1.29800440816386,103.8036265685558,1.0
64119,49194,Blk 953,1.37679164872283,103.87713655364794,2.0
59389,49192,Opp Blk 314,1.43202071867504,103.84208246442348,1.0
52189,49164,Toa Payoh Stn,1.33318499999452,103.84678305554864,1.0
54189,49150,Mayflower Stn Exit 5,1.37046966291161,103.83679073259783,1.0
84451,49147,BEDOK NTH STN EXIT A,1.335644,103.918055,2.0
65259,49120,Punggol Stn/Int,1.405351944,103.9018719,1.0
76241,48977,Blk 497D,1.35845802746258,103.9591705812204,2.0
60221,48970,BLK 73/GEYLANG BAHRU STN,1.32212380559601,103.87081431318352,1.0
80109,48962,Opp Kallang Stn/Blk 2C,1.31324473748019,103.871430158598,1.0
64341,48738,Bef Blk 683,1.3729130421635,103.88633750747994,1.0
84029,48615,Opp Blk 32,1.32295305994698,103.92517704260584,1.0
44691,48602,BLK 485,1.38826258050731,103.7714646491703,1.0
54011,48536,Blk 207,1.36567044820875,103.84341042482096,2.0
62059,48522,Blk 161,1.35170138896709,103.87859583297929,1.0
54319,48490,Opp Christ The King Ch,1.36205969144532,103.85305482306448,1.0
10349,48358,Blk 116,1.284977,103.821011,1.0
84471,48218,Blk 745,1.3373330466218,103.92199745160045,2.0
53041,48152,Bef Thomson Ridge,1.353099,103.834337,2.0
60141,48139,Opp Bendemeer Pr Sch,1.32258753768004,103.86385682733588,1.0
