PT_CODE,TOTAL_VOLUME,Description,Latitude,Longitude,Direction
17191,21511,NUS High Sch,1.305669444,103.7698914,1.0
59471,21511,Blk 430B,1.42111543044621,103.8490197156018,2.0
54481,21499,Ite Coll Ctrl,1.37599497932237,103.855765341723,2.0
46981,21495,,,,
70101,21481,Bef Jln Wangi,1.3296996501314,103.8739529682152,2.0
68029,21476,Blk 448A,1.39312162118162,103.8726495511582,2.0
13191,21418,OPP ORCHARD STN EXIT 12,1.302461,103.8297819,2.0
43389,21340,Opp Blk 102,1.34760499094973,103.74834299093746,1.0
58341,21285,Blk 405,1.45267992935187,103.81687772159036,1.0
78221,21279,Blk 231A CP,1.37417517709229,103.96122560227602,1.0
67761,21268,OPP BLK 326D,1.396006,103.887595,1.0
40129,21267,Newton Life Ch,1.31453779264106,103.84082845008946,1.0
46549,21250,Blk 347,1.43319818915334,103.7812567265195,1.0
46989,21247,,,,
76279,21238,Blk 491C,1.3618856073242,103.95504580030337,1.0
84371,21235,Blk 546,1.33055000001009,103.9262383330096,1.0
84379,21221,Opp Blk 546,1.33041495636834,103.92645503858006,2.0
5023,21187,Opp Hong Lim Pk,1.28692928357498,103.84540375642476,2.0
44391,21183,Aft Blk 202,1.38288970873929,103.74831030292964,2.0
46761,21148,Blk 706,1.43964444400977,103.79740027801978,1.0
47031,21122,Bef Keramat Rd,1.45176361051626,103.78814404102567,2.0
63311,21111,Blk 634,1.36990463865149,103.877806471589,2.0
65049,21094,Blk 126A,1.38993499998792,103.90187166698628,1.0
64029,21083,Opp Blk 458,1.37781617357511,103.89688283812272,1.0
52429,21080,,,,
44669,21067,Opp Blk 532,1.38428576640159,103.76489752763662,1.0
27101,21059,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962,2.0
28059,21049,Ng Teng Fong General Hosp,1.33260638902834,103.74580722197156,1.0
58351,21022,Blk 483,1.45593548683251,103.81491062256012,1.0
58349,21000,Blk 478,1.45273139537549,103.8164234320766,1.0
81099,20998,Blk 102,1.31982276662398,103.88194665985093,1.0
58411,20994,Blk 404A CP,1.45461200191848,103.81658372927154,1.0
59191,20972,Opp Northland Sec Sch,1.43649083301477,103.84212083297022,1.0
71119,20972,Opp Blk 343,1.32680124825187,103.90021869264116,1.0
96301,20970,EXPO STN EXIT B,1.33450022538919,103.9617438259165,1.0
84401,20952,Opp Blk 550,1.33316500001136,103.9269811109948,1.0
58111,20910,Blk 351 CP,1.45096272310028,103.82075231895968,1.0
40341,20909,Bef Blk 440A,1.3546236109849,103.73889587967264,1.0
19081,20906,Opp ACS Boarding Sch,1.30256972202724,103.78282472199412,2.0
84701,20898,Blk 151,1.33601304352046,103.91214210205736,1.0
53341,20879,Bright Hill Stn Exit 2,1.36355638900203,103.83394166697737,1.0
43511,20868,Bt Batok Swim Cplx,1.34497394208663,103.74849870531534,1.0
50169,20841,Aft Irrawaddy Rd,1.32647401158756,103.84420812253344,2.0
43421,20841,Blk 503,1.35109278850869,103.75362047618977,2.0
5411,20831,Tg Pagar Plaza,1.27519165673078,103.84309190393884,2.0
3511,20810,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,2.0
70119,20810,Cencon Bldg,1.33075033509776,103.8777335022986,1.0
80229,20794,Blk 45,1.3172897212662,103.87810554835914,1.0
44321,20792,Opp Bangkit Stn,1.379874,103.772318,1.0
92161,20778,Aft Katong PO,1.30380001918907,103.89656923070308,1.0
76439,20771,Blk 351,1.35288166702581,103.96260527798988,1.0
59619,20762,Yishun Community Hosp,1.42335199999945,103.83687299997104,1.0
92061,20758,CHIJ Katong Convent (Pr),1.30585304722559,103.91059595623032,1.0
46979,20744,,,,
93021,20712,Opp Mandarin Gdns,1.30867772794032,103.92426998119755,1.0
78199,20684,Opp White Sands Pri Sch,1.36477,103.96189,2.0
70051,20663,Aft Joo Seng Rd,1.33627202154131,103.87777948299752,2.0
27361,20658,Blk 710,1.34294490356227,103.6945223808434,2.0
75169,20657,Opp Blk 853,1.35327639994383,103.93440612457628,1.0
76361,20644,Blk 430,1.36002524992852,103.95032266084807,2.0
58339,20629,Opp Blk 589D,1.44936138505812,103.82430573345592,1.0
53361,20627,Blk 454,1.35929833296604,103.83032083300758,1.0
27411,20626,Blk 844A CP,1.34590833297224,103.69273749998102,1.0
67391,20605,Blk 333B,1.39425676218487,103.89144488028346,1.0
50069,20594,Hotel Royal,1.31702163080967,103.84164776289316,1.0
44619,20575,Blk 506,1.38695072395596,103.76763574907524,1.0
41049,20574,Opp Coronation Plaza,1.32469500003392,103.81026249997409,2.0
14249,20552,Blk 1,1.279267,103.8173,2.0
63201,20503,Affinity At Serangoon,1.36617789459924,103.87492029493984,1.0
67189,20473,Opp Blk 241,1.39059955869523,103.89742612835978,1.0
40051,20450,Balmoral Plaza,1.31588,103.83632,1.0
76211,20446,Blk 449,1.35674667237884,103.95100259167164,1.0
67201,20436,Blk 206A,1.38669709800422,103.89628892246895,1.0
65281,20390,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194,2.0
92231,20376,Blk 34,1.30425500081318,103.9123223933556,2.0
52159,20375,Blk 128,1.33810803464351,103.84385638188928,1.0
51079,20358,Opp MacRitchie Resvr,1.34178289872759,103.83615392311768,1.0
75221,20341,Opp Temasek Poly East G,1.34567355960876,103.93595044893452,1.0
66491,20336,Opp Blk 910,1.37936944398935,103.88260194401968,1.0
27211,20331,Lee Wee Nam Lib,1.34793140650697,103.6805006649782,1.0
12099,20323,Opp SIM Campus,1.327838056,103.7767036,1.0
44871,20271,Blk 810 CP,1.37415475892549,103.74679713839168,1.0
13109,20269,UE Sq/Bef Mohd Sultan Rd,1.29350944398488,103.8427241670272,1.0
28531,20232,Blk 536,1.35006115514965,103.71652940446651,1.0
66041,20212,Blk 230,1.3557230306281,103.8697219448858,1.0
62071,20201,BARTLEY STN EXIT A,1.34252980960729,103.88002892732668,1.0
75311,20193,Bef Tampines Lk,1.367478,103.930734,2.0
68031,20169,Jln Kayu Shophouse,1.39705024252478,103.87307298530668,1.0
93079,20157,Opp Springvale,1.31250502315071,103.9250247698478,1.0
50081,20136,Pek Kio Mkt,1.31634,103.850484,2.0
53039,20118,Thomson CC,1.35144681735328,103.83591070615076,1.0
59281,20110,,,,
67079,20108,Ch Of St. Vincent De Paul,1.38256500000442,103.87673500001088,1.0
15221,20102,Aft Sth Buona Vista Rd,1.27949923466491,103.78548955401584,1.0
53241,20089,OPP BLK 217,1.35615639153054,103.84995659632312,1.0
43331,20072,Opp Bt Batok Presby Ch,1.34893916700858,103.74323444400876,1.0
14339,20071,Blk 70A,1.276660654539,103.81124504785828,1.0
84579,19993,Aft Chai Chee St,1.32584772443012,103.9194896128384,1.0
9159,19982,Aft Tomlinson Rd,1.30602637557418,103.82568042620603,2.0
26261,19979,Aft Tuas Sth Ave 4,1.31470906872568,103.62871219060813,1.0
41029,19972,Opp Botanic Gdns Stn,1.32333331915013,103.81630566925632,2.0
72031,19957,BEF KAKI BT STN EXIT B,1.33521859078695,103.9099203114682,1.0
98301,19955,Avila Gdns,1.36001388887382,103.9648761111098,1.0
65231,19947,Riviera Stn Exit B,1.3942824799683,103.91576531457449,1.0
16009,19946,Kent Ridge Ter,1.29425341056334,103.76988323197696,1.0
52291,19937,,,,
40201,19933,Chelsea Gdns Condo,1.31358972201496,103.82743055599408,2.0
67561,19911,Opp Blk 432A,1.39545828505824,103.87697696683593,1.0
41069,19901,Opp Tan Kah Kee Stn,1.32652777798065,103.80758583296918,2.0
96101,19887,Blk 3012,1.33638500905398,103.9510568939649,2.0
21439,19870,Boon Lay CC,1.34842277796612,103.71165888901648,1.0
64619,19833,Opp Blk 913,1.37809338718149,103.88468027114664,1.0
17129,19824,Aft NUS High Sch,1.30514136653386,103.76985839745124,2.0
42019,19766,Opp Sixth Ave Stn,1.33170368135595,103.79657033601988,2.0
28539,19765,Blk 538,1.34975477386966,103.7154239342482,2.0
15191,19764,Pasir Panjang Stn/Fc,1.27581227029734,103.7926357125798,1.0
75031,19744,Opp Springfield Sec Sch,1.35080696753697,103.92946243284943,2.0
65041,19744,Blk 231,1.38984412426173,103.90162265734196,2.0
43149,19730,Blk 291A,1.34399483001027,103.7561003299722,1.0
67139,19722,Nth Spring Pr Sch,1.38715714684677,103.90417577185804,1.0
4143,19711,Stamford Ct,1.29411640848293,103.85020606905503,2.0
44879,19708,Opp Blk 810 CP,1.37431656227768,103.747011289906,1.0
14139,19707,Bef Seah Im Rd,1.2686352773503,103.81546952380808,2.0
63101,19691,Opp Blk 169,1.35110728949265,103.8903098431232,1.0
28571,19687,Blk 416,1.35242067621829,103.725422933054,1.0
44559,19668,Blk 483,1.37620955732727,103.73789066346548,1.0
46411,19661,Blk 869,1.44270591766599,103.79441916127092,1.0
83329,19626,Opp Kembangan Stn,1.32198642679896,103.91379833222052,2.0
92169,19623,Bef Katong PO,1.303782,103.8967661,2.0
25691,19621,AFT TUAS WEST RD STN,1.328519,103.639669,1.0
10017,19598,Aft Hosp Dr,1.27832046633393,103.83762574759974,2.0
59291,19591,,,,
20199,19587,Blk 410,1.31908111097886,103.74819972197396,1.0
93071,19569,Crescendo Bldg,1.31293014528666,103.92634861688488,2.0
44461,19528,Blk 352,1.3825705560115,103.7430047219692,1.0
59431,19483,Blk 630,1.417805,103.8376805,1.0
27109,19435,Westwood Sec Sch,1.35309472199852,103.70082305601868,1.0
20029,19416,OPP NEWEST,1.31772833949651,103.75767989744158,1.0
17279,19402,,,,
54581,19401,Blk 574,1.37105833303092,103.85665833302312,1.0
52161,19395,Braddell Stn/Blk 111,1.34093830148518,103.845406453305,2.0
43361,19393,Blk 154A,1.3469143511774,103.74343203545553,1.0
27409,19370,Blk 821,1.34719000000045,103.69416749997193,1.0
41051,19368,Tan Kah Kee Stn,1.32612500001248,103.80715333299844,1.0
11001,19340,Opposite Ghim Moh Terminal,1.311072,103.789159,1.0
78079,19327,Blk 429,1.36995048419615,103.95691414168428,2.0
80159,19315,Suntec City,1.295962316986,103.8579517489622,1.0
81159,19306,Opp Kong Hwa Sch,1.31167873834387,103.8874161243355,2.0
67231,19287,Rivervale Pr Sch,1.39322205615326,103.90395664347083,2.0
58169,19281,Aft HomeTeamNS Sembawang Resort,1.45978696349073,103.82092447388442,2.0
66031,19265,Cardiff Residence,1.35465640659199,103.86572364607076,1.0
7021,19255,Selegie Ctr,1.30324521574524,103.84995776766849,2.0
46481,19247,Aft Woodlands Ind Pk E6,1.44964404178885,103.8011125258027,1.0
1129,19200,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,1.0
83011,19192,Casa Sarina,1.31971491091921,103.9072540450546,2.0
64331,19190,Blk 508,1.37143555507852,103.88805955105327,1.0
46971,19181,,,,
84109,19164,Bef Bedok View Sec Sch,1.32350836424044,103.9441209521673,2.0
40369,19147,Blk 464A,1.3576342194572,103.74139552039492,2.0
59331,19142,Blk 773,1.422973728077,103.83276716795122,2.0
46111,19135,Blk 23,1.44132222201705,103.77372416702164,2.0
66309,19126,,,,
65711,19125,Blk 446B,1.417097,103.91168,1.0
7361,19121,Bef Kallang Bahru,1.31167636068313,103.86189483728585,2.0
43381,19118,Blk 102,1.34696555762849,103.7476604907514,1.0
22499,19116,Opp Blk 662C,1.337187,103.704805,2.0
10061,19108,Blk 140,1.27860472196885,103.82948638898172,1.0
75339,19101,,,,
84409,19080,Blk 550,1.33291002440884,103.92669166477268,2.0
63209,19077,Parkwood Residences,1.36605804817414,103.8752212278542,2.0
55019,19073,Aft Lentor Stn Exit 4,1.382212,103.836047,1.0
1421,19055,Opp Golden Mile Cplx,1.30338444400173,103.8648388889864,2.0
5019,18976,Aft Duxton Plain Pk,1.28118388885484,103.84105000000471,1.0
9131,18965,OPP ORCHARD BLVD STN,1.30391999998489,103.82333805603096,1.0
10399,18957,Melati Blk 2,1.27588166292683,103.8301945420522,1.0
40351,18930,Blk 461C,1.35499656917814,103.7410021897397,1.0
65691,18929,Opposite Blk 437B,1.420151,103.911959,1.0
75281,18924,Blk 742A,1.36022789260467,103.93363809095122,1.0
20291,18899,Opp Blk 501,1.31095062259154,103.75771430804498,1.0
21589,18895,Opp Blk 65,1.33246568746472,103.72345805167676,2.0
80279,18894,Mountbatten Stn Exit B,1.30514903438296,103.88342000727889,2.0
53399,18865,Blk 202,1.35464002820911,103.8470163249439,1.0
44071,18859,Blk 464,1.37677726111171,103.73622221734738,2.0
17369,18835,Aft West Coast Lk,1.29840583296856,103.76386861099265,1.0
15229,18818,Bef Sth Buona Vista Rd,1.27937638961898,103.78572727156028,2.0
67171,18789,Blk 225A,1.38731209583307,103.89897692182004,1.0
46651,18788,,,,
22591,18774,Blk 670A,1.3447589,103.70289,1.0
8079,18772,Sch of the Arts,1.29921444445586,103.84910329217983,2.0
46469,18764,Blk 759,1.44668865905093,103.79491852510796,2.0
55181,18743,Opp Yio Chu Kang Stn,1.38143251435794,103.84389230276943,1.0
99049,18722,Changi Golf Course,1.38749994542049,103.98573364026824,2.0
60219,18664,Bef Siemens Ctr,1.32829192682419,103.8704918465033,1.0
77071,18663,Blk 633,1.37810945408117,103.94127900809488,1.0
53369,18650,Opp Blk 454,1.35947344252352,103.8301455974542,1.0
55129,18645,Blk 604,1.37955302001994,103.83549938754196,1.0
40081,18641,STEVENS STN EXIT 1,1.32012951912406,103.82605259642706,1.0
1411,18638,Opp St. John HQ,1.30211332865049,103.86295598167332,2.0
11201,18614,CSC Dempsey Clubhse,1.30692642897557,103.81186453577432,1.0
54247,18602,Blk 322,1.36873836498602,103.84719306132868,1.0
67071,18601,Bef Gerald Dr,1.38224166699882,103.87700083300696,2.0
65169,18597,Meridian Stn Exit A,1.39645725997371,103.90932129998102,2.0
52389,18596,,,,
67759,18593,COMPASSVALE INT,1.39129522332876,103.89720218513328,1.0
59131,18585,,,,
52239,18582,Blk 177,1.33412194449168,103.84894805557066,1.0
24709,18562,TUAS CRES STN EXIT A,1.32089,103.649026,1.0
43519,18562,Opp Bt Batok Swim Cplx,1.34527424103226,103.74835776931135,1.0
6169,18519,River Pl Condo,1.28937078931125,103.83998944937588,2.0
17099,18500,YALE-NUS COLLEGE,1.3078304704809,103.77165274445558,1.0
27379,18438,Blk 755,1.34805042142493,103.70087385175056,1.0
27141,18422,Blk 920,1.33967546710179,103.68779973857258,1.0
82131,18415,Opp Maranatha Hall,1.30955979607535,103.90034889101835,2.0
28449,18410,Bef Seventh-Day Advent Ch,1.33618166701348,103.73944500002972,1.0
80249,18403,Blk 49 Mkt/FC,1.31693643112186,103.87985994146072,1.0
67559,18393,Opp Blk 471A,1.3954939065925,103.88094503218824,1.0
82033,18377,Blk 414,1.31798449318919,103.898237229405,2.0
43429,18355,Blk 240,1.35108692530475,103.75389074656302,1.0
84541,18349,Blk 42,1.32761801937398,103.92519155563974,2.0
75161,18330,Blk 855,1.35324997143303,103.93456070784656,2.0
63379,18319,Blk 608,1.370839,103.885214,1.0
70261,18258,Opp Orion @ Paya Lebar,1.32884296980066,103.88962746952592,1.0
81091,18248,Sims Urban Oasis,1.31935333297674,103.88173111103306,2.0
5189,18242,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446952,1.0
75479,18236,Blk 619A,1.361776111,103.9381889,2.0
55119,18229,Blk 617,1.37728530731209,103.8378470631113,1.0
81179,18205,Blk 22,1.30726086825664,103.88490711001796,1.0
21241,18196,216 CP,1.34973665190679,103.7123542531276,1.0
51011,18162,Opp Tan Tong Meng Twr,1.327841667,103.8406111,2.0
84411,18159,Blk 526,1.33383806396564,103.92928425024714,1.0
67399,18145,Blk 325 CP,1.39385005995777,103.89167010585574,1.0
21689,18142,Blk 200,1.34241984576482,103.71442338427325,1.0
59751,18137,Opp The Shaughnessy,1.41725535689777,103.84590800002532,2.0
67141,18123,Blk 119D,1.38602111109914,103.9035319444636,1.0
46141,18078,,,,
54211,18068,Mayflower Sec Sch,1.36861222198461,103.83634833298528,2.0
28319,18022,Blk 207,1.33862623918679,103.74173313734524,1.0
62141,18015,Opp Blk 1,1.35149112412235,103.87515194713768,1.0
54201,18008,OPP BLK 155,1.375969,103.839271,1.0
56021,17985,Opp Sembawang Hills FC,1.372666,103.82843,2.0
63061,17974,Opp Blk 25,1.36623834226067,103.89129134480063,1.0
6071,17958,HAVELOCK STN EXIT 2,1.28685859481289,103.83360028266564,1.0
64069,17956,Serangoon Sec Sch,1.37526504951859,103.90134716214978,1.0
58279,17954,Opp Blk 336A CP,1.44658462255674,103.8145691865372,1.0
4321,17940,UE Sq,1.2921400077773,103.8430364619106,2.0
42011,17923,Sixth Ave Ctr,1.33161452117352,103.79503057628676,1.0
93039,17897,Siglap Stn/Laguna Park,1.30958474832555,103.9295415420364,2.0
42079,17883,Opp Pei Hwa Presby Pr Sch,1.339255,103.776989,2.0
65221,17881,Blk 303D,1.40402842836975,103.90480763848863,2.0
15049,17877,Opp Alexandra Retail Ctr,1.274590541032,103.80216344738956,2.0
60101,17873,Kwong Wai Shiu Hosp,1.31783421341306,103.86004042483177,1.0
14329,17869,Blk 67,1.274547,103.809425,1.0
42031,17867,The Tessarina,1.33332611108217,103.78997500000864,1.0
44189,17862,,,,
22509,17861,Blk 664C,1.33799405073941,103.70323491142736,1.0
58091,17848,Sembawang Pk,1.46211498021096,103.8379191742591,1.0
44931,17829,Blk 643 CP,1.387703,103.763361,1.0
11439,17828,Blk 92,1.30606472198412,103.80029777801457,1.0
59201,17819,Opp Chongfu Pr Sch,1.43871588444799,103.8403521964609,1.0
5199,17810,Opp Hong Lim Cplx,1.28451455846092,103.84666049314173,1.0
14191,17800,Blk 105 CP,1.28121833300943,103.81211444400743,2.0
71169,17796,Aztech Bldg,1.32706502989935,103.89217317535862,2.0
67119,17790,Blk 128,1.39050824371994,103.90323582065614,1.0
78191,17785,Aft Blk 182,1.36488943048941,103.96176906896966,1.0
58521,17781,BLK 106A,1.44819389,103.8326,1.0
14201,17754,Blk 110,1.28167307267242,103.80914683892264,2.0
59099,17751,Blk 220,1.43272835490407,103.83522544787668,2.0
99131,17745,Blk 4,1.38894186746545,103.98734296938127,2.0
70031,17745,Opp Aljunied Pk,1.3292670732562,103.87941087761013,2.0
59581,17739,Blk 432C,1.41903123253322,103.84618997941804,1.0
13199,17713,AFT ORCHARD STN EXIT 12,1.302127,103.829875,1.0
45261,17713,Blk 551,1.39431509144869,103.7435570382963,1.0
67411,17712,Opp Sengkang General Hosp,1.39495624396821,103.89436833778728,2.0
53229,17707,Blk 501,1.34822303496432,103.84927239325486,2.0
43141,17698,Opp Blk 291A,1.34421891680123,103.75586020801808,1.0
43611,17678,Blk 290H,1.3440783607984,103.75829172450744,2.0
93069,17671,Aft Siglap Rd,1.31168943552207,103.92240015622043,1.0
59259,17651,Darul Makmur Mque,1.43716783426775,103.83379791523896,2.0
44239,17639,Opp Zhenghua Pr Sch,1.37846111098819,103.76983083299405,1.0
16991,17624,Opp Nan Hua High Sch,1.30777929773028,103.7698858242306,1.0
5419,17618,The Amara,1.27470669455555,103.84318683838887,1.0
63091,17610,Opp Blk 106,1.35385498086943,103.89147049226344,1.0
28241,17606,Opp Jurong East Lib,1.33175858461326,103.73957485927777,1.0
67569,17597,Blk 432A,1.39504999232889,103.87700000087196,1.0
64359,17595,Montfort Sch,1.37528677811119,103.88918760776436,1.0
43359,17555,Blk 169,1.34689882191148,103.74106453897556,1.0
67209,17545,Blk 203,1.38690839585967,103.89618101813248,1.0
93019,17537,Neptune Ct,1.30787614366531,103.92111718654822,2.0
46499,17531,Opp Blk 402,1.4322913388299,103.77219638823968,1.0
42039,17506,Opp The Nexus,1.33474752657285,103.7877986922408,2.0
63149,17471,Serangoon Stadium,1.35489972198729,103.87452555599006,2.0
17141,17469,Clementi Stadium,1.3109950000148,103.76349999999258,2.0
44219,17463,Bet Blks 139/140,1.37578333297826,103.769352222019,1.0
43831,17462,Blk 334,1.36512501870188,103.74788610102787,1.0
11171,17448,Opp Blk 7B,1.30535666699303,103.79479722196947,1.0
62251,17431,,,,
71071,17421,Opp Comfort Driving Ctr,1.33638181561906,103.89785574766542,1.0
17051,17406,Opp Regent Pk,1.31726409983754,103.7624014564888,2.0
84419,17404,Blk 512,1.33361648978155,103.9292288767243,2.0
46431,17372,,,,
64249,17360,Blk 327,1.36809355475239,103.89589220748978,1.0
10361,17316,Cendex Ctr,1.28038092060065,103.82353025808791,1.0
44139,17308,Opp Blk 26,1.37680960030968,103.75536565517724,1.0
76269,17303,Opp Blk 489A,1.36187820405808,103.95739818627864,1.0
22241,17291,Opp Blk 622,1.34012270744787,103.69938392223636,1.0
45369,17287,Blk 765,1.3925860608387,103.75002597798893,1.0
98091,17275,Blk 156,1.36432808773556,103.9631266198707,2.0
45469,17258,Blk 537,1.39231423792189,103.74449399998608,1.0
77291,17248,,,,
70231,17242,OPP MATTAR STN EXIT B,1.325842,103.884002,2.0
65039,17230,Blk 124,1.38732058981564,103.90185567950668,1.0
71121,17197,UBI STN EXIT B,1.330081111,103.8994169,2.0
3501,17196,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,2.0
47501,17191,,,,
44869,17184,Bef Blk 629A Cp,1.38658738981297,103.75886226371928,1.0
63071,17181,Opp Blk 248,1.3597807263938,103.89332464938752,1.0
58149,17174,Opp Sembawang Shipyard G 8,1.46190359169667,103.81788921693168,2.0
14151,17169,Opp Chr Community Chapel,1.26964765905364,103.8129359412343,1.0
78081,17164,Blk 467,1.37368803498525,103.95635599319584,1.0
76271,17163,Dunman Sec Sch,1.36181167182029,103.95518343875231,2.0
90079,17161,Opp Costa Rhu Condo,1.29760718196372,103.86732745550238,1.0
10119,17148,Opp Pacific Tech Ctr,1.28598009010704,103.81122515087834,2.0
93131,17145,Opp Eastern Lagoon II,1.31277833350682,103.93415826027376,2.0
76369,17136,Blk 496F,1.36025642698418,103.95022273065784,1.0
11209,17134,Opp Peirce Rd,1.30817280849852,103.81038349817638,2.0
65719,17130,Blk 432B,1.416997,103.912031,1.0
40221,17128,STEVENS STN EXIT 3,1.31902531287493,103.82545561296304,2.0
78089,17127,Blk 405,1.37361141865113,103.95608873577848,2.0
92069,17110,Tao Nan Sch,1.30566306799291,103.9110051545323,1.0
14239,17095,Opp Keppel DP Blk 519,1.27178138152481,103.8271423936315,2.0
20019,17088,Blk 431,1.31357611099308,103.7615108330155,1.0
67549,17086,Opp Hockey Stadium,1.39454660425441,103.88618230819876,1.0
75481,17061,Blk 609D,1.363804,103.93794,1.0
11079,17029,Opp Blk 95,1.305441389003,103.8018525000066,1.0
71089,17029,Opp Eunos Technolink,1.33291479894363,103.90097214917816,2.0
63231,17023,Bet Blks 210/211,1.35901223241231,103.88763070107528,1.0
67199,17011,Opp Blk 223D,1.3889487081629,103.89689165133598,1.0
66431,17010,Opp Blk 506A,1.37297644274866,103.87526422817184,1.0
46449,16976,,,,
72041,16973,Blk 660A CP,1.33470286981513,103.90743417265202,1.0
16089,16939,Aft Clementi Rd,1.29201138346787,103.7690842071612,2.0
58529,16883,BLK 108 CP,1.44801889,103.832461,1.0
21249,16867,Blk 213,1.34958421982025,103.71249318123604,2.0
84301,16864,Blk 41,1.32782140214678,103.92656628872024,2.0
50019,16862,Parish Of Christ Ch,1.31194891032358,103.8476385617414,1.0
45311,16856,,,,
63321,16852,Blk 627,1.36913602302795,103.88132215113497,1.0
27451,16849,Bet Blks 272D/271A,1.35128613677034,103.7041505569119,1.0
44271,16838,Bet Blks 13/14,1.37867114732017,103.75614774814444,2.0
98119,16838,Loyang Pt/Opp Blk 256,1.3671897219745,103.96432861100052,2.0
43339,16828,Blk 148,1.34907250002611,103.7437783398292,2.0
2089,16818,Promenade Stn/Pan Pacific,1.29152694444975,103.8592061110504,1.0
68021,16796,Opp Blk 448A,1.39317909764213,103.8724709608888,1.0
58361,16795,Nth Link Bldg,1.46118688481447,103.81270708997144,1.0
63319,16764,Opp Blk 634,1.369226,103.878124,1.0
46579,16754,,,,
58289,16729,Opp Sembawang Sec Sch,1.44485960840447,103.81627162679553,1.0
84469,16709,Blk 703,1.3375152915469,103.9197283469228,1.0
28561,16692,Blk 402,1.35318546958489,103.72232429359828,1.0
67491,16685,Opp Fernvale Pr Sch,1.39087538517899,103.87466488789592,1.0
43449,16658,Blk 258,1.35150377570255,103.7590516971924,1.0
71081,16639,Eunos Technolink,1.33375855817569,103.9005998503616,1.0
43351,16631,Blk 168,1.34701122644751,103.7411014207074,1.0
64611,16631,Blk 913,1.37837333826782,103.88445923003084,1.0
63069,16630,Blk 25,1.36637999879956,103.89194715850095,1.0
6151,16625,Hotel Miramar,1.28870976841461,103.83737276969174,1.0
59211,16625,Blk 289,1.44037027798466,103.8381736110171,1.0
75571,16622,BLK 637B,1.36378,103.943296,1.0
44231,16622,Zhenghua Pr Sch,1.37916686797468,103.769334854174,1.0
7589,16622,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983388,1.0
76219,16594,Blk 230E,1.35644168689504,103.95114418566536,1.0
44079,16592,Opp Blk 464,1.37657500784909,103.73634658951724,1.0
25771,16580,AFT TUAS STH ST 7,1.274334,103.632329,1.0
45361,16556,Opp Blk 765,1.39239930690933,103.7500200571186,1.0
99139,16546,Blk 5,1.38819494717642,103.98723382929484,1.0
54359,16540,Blk 502,1.37615334768079,103.8499921086812,1.0
76261,16527,Blk 489B,1.36164005637877,103.9574003219772,2.0
13071,16514,Great World Stn Exit 5,1.296335,103.832936,2.0
14229,16483,Ch of St. Teresa,1.27370670186653,103.82857888915174,2.0
46691,16482,,,,
70149,16454,Sky Green Condo,1.33291249995394,103.88646305557552,1.0
27371,16442,Opp Blk 755,1.34751384306624,103.700994411555,1.0
13101,16400,Opp Mohd Sultan Rd,1.29414162678811,103.84231209757696,2.0
54579,16387,Blk 540,1.37487817367914,103.85483080978987,2.0
16069,16382,Heng Mui Keng Terr,1.290648611,103.7736967,2.0
59121,16377,,,,
76459,16374,Blk 323,1.35208003080961,103.95873194771904,1.0
98299,16356,PARC OLYMPIA,1.355878,103.9655714,2.0
10281,16316,SIS Bldg,1.29153833298318,103.81445166697796,1.0
98291,16308,OPP PALM ISLES,1.356979,103.9651894,1.0
22451,16298,Opp Blk 643,1.33817022625307,103.6956128058036,1.0
46369,16295,,,,
98309,16287,Carissa Pk,1.35996000001358,103.96473694441012,1.0
22259,16282,Blk 668D,1.34089136412278,103.7025463831608,2.0
84089,16280,Blk 40,1.3206814195738,103.9400309260245,2.0
71079,16260,Comfort Driving Ctr,1.33554558497215,103.8982531208296,2.0
52039,16250,Aft Muhajirin Mque,1.34333817728421,103.85130310024304,2.0
75149,16241,Blk 867A,1.35597194444127,103.93366388890492,1.0
92099,16235,One Amber,1.3023783312326,103.89900426571224,1.0
64441,16232,Hougang G. Shop Mall,1.37980640697067,103.88818499902484,1.0
83361,16206,Hua Yu Mansions,1.32850781433023,103.914495706562,1.0
62049,16193,Aft Paya Lebar Cres,1.34904000002665,103.88022749996824,1.0
67219,16185,Ranggung Stn Exit B,1.38368835333684,103.89751366061326,1.0
65161,16182,Meridian Stn Exit B,1.39735631138291,103.90859112878572,1.0
17021,16177,Waseda S Snr High Sch,1.29673702633957,103.76691201794644,1.0
43649,16175,HomeTeamNS,1.36545844046425,103.7506020069351,2.0
46679,16168,,,,
64579,16157,Bet Blks 544/546,1.37820828048176,103.89268060309126,1.0
63331,16156,Blk 615,1.36836866548657,103.88492703491212,1.0
11059,16144,Queenstown Polyclinic,1.29882892782979,103.80097389222824,2.0
21551,16134,Blk 151,1.3266610431866,103.7209862100987,2.0
44809,16103,Blk 628,1.38500083704863,103.7597842543524,1.0
11381,16088,Blk 10A,1.30841137865065,103.79328294102336,2.0
44701,16088,Blk 548B,1.38927144639115,103.76879686807084,1.0
56029,16052,Bef Sembawang Hills Fc,1.37359500001635,103.82870000002058,1.0
